Strategy,Popsize,Mutation,Nit,X0,X1,Estimated
randtobest1bin,20,0.5,81,0.0,0.0,20#0.5
randtobest1bin,20,0.4,74,0.0,0.0,20#0.4
randtobest1bin,20,0.3,73,0.0,0.0,20#0.3
randtobest1bin,20,0.2,72,0.0,0.0,20#0.2
randtobest1bin,20,0.1,40,-0.0,-0.0,20#0.1
randtobest1bin,20,0.0,8,-0.0,0.0,20#0.0
currenttobest1bin,10,1.0,35,0.0,0.0,10#1.0
currenttobest1bin,10,0.9,1000,0.0,0.0,10#0.9
currenttobest1bin,10,0.8,1000,0.0,0.0,10#0.8
currenttobest1bin,10,0.7,1000,0.0,0.0,10#0.7
currenttobest1bin,10,0.6,1000,0.0,0.0,10#0.6
currenttobest1bin,10,0.5,1000,0.0,0.0,10#0.5
currenttobest1bin,10,0.4,1000,0.0,0.0,10#0.4
currenttobest1bin,10,0.3,1000,0.0,0.0,10#0.3
currenttobest1bin,10,0.2,1000,0.0,0.0,10#0.2
currenttobest1bin,10,0.1,1000,0.0,0.0,10#0.1
currenttobest1bin,10,0.0,1000,-0.0,-0.0,10#0.0
currenttobest1bin,11,1.0,71,-0.0,0.0,11#1.0
currenttobest1bin,11,0.9,1000,0.0,0.0,11#0.9
currenttobest1bin,11,0.8,1000,0.0,0.0,11#0.8
currenttobest1bin,11,0.7,1000,0.0,0.0,11#0.7
currenttobest1bin,11,0.6,1000,0.0,0.0,11#0.6
currenttobest1bin,11,0.5,1000,0.0,0.0,11#0.5
currenttobest1bin,11,0.4,1000,0.0,0.0,11#0.4
currenttobest1bin,11,0.3,1000,0.0,0.0,11#0.3
currenttobest1bin,11,0.2,1000,0.0,0.0,11#0.2
currenttobest1bin,11,0.1,1000,-0.0,-0.0,11#0.1
currenttobest1bin,11,0.0,1000,0.27,0.33,11#0.0
currenttobest1bin,12,1.0,43,-0.0,-0.0,12#1.0
currenttobest1bin,12,0.9,1000,0.0,0.0,12#0.9
currenttobest1bin,12,0.8,1000,0.0,0.0,12#0.8
currenttobest1bin,12,0.7,1000,0.0,0.0,12#0.7
currenttobest1bin,12,0.6,1000,0.0,0.0,12#0.6
currenttobest1bin,12,0.5,1000,0.0,0.0,12#0.5
currenttobest1bin,12,0.4,1000,0.0,0.0,12#0.4
currenttobest1bin,12,0.3,1000,0.0,0.0,12#0.3
currenttobest1bin,12,0.2,1000,0.0,0.0,12#0.2
currenttobest1bin,12,0.1,1000,0.0,0.0,12#0.1
currenttobest1bin,12,0.0,1000,1.0,-0.53,12#0.0
currenttobest1bin,13,1.0,39,-0.0,-0.0,13#1.0
currenttobest1bin,13,0.9,1000,0.0,0.0,13#0.9
currenttobest1bin,13,0.8,1000,0.0,0.0,13#0.8
currenttobest1bin,13,0.7,1000,0.0,0.0,13#0.7
currenttobest1bin,13,0.6,1000,0.0,0.0,13#0.6
currenttobest1bin,13,0.5,1000,0.0,0.0,13#0.5
currenttobest1bin,13,0.4,1000,0.0,0.0,13#0.4
currenttobest1bin,13,0.3,1000,0.0,0.0,13#0.3
currenttobest1bin,13,0.2,1000,0.0,0.0,13#0.2
currenttobest1bin,13,0.1,1000,-0.0,0.0,13#0.1
currenttobest1bin,13,0.0,1000,0.0,-0.0,13#0.0
currenttobest1bin,14,1.0,65,-0.0,-0.0,14#1.0
currenttobest1bin,14,0.9,1000,0.0,0.0,14#0.9
currenttobest1bin,14,0.8,1000,0.0,0.0,14#0.8
currenttobest1bin,14,0.7,1000,0.0,0.0,14#0.7
currenttobest1bin,14,0.6,1000,0.0,0.0,14#0.6
currenttobest1bin,14,0.5,1000,0.0,0.0,14#0.5
currenttobest1bin,14,0.4,1000,0.0,0.0,14#0.4
currenttobest1bin,14,0.3,1000,0.0,0.0,14#0.3
currenttobest1bin,14,0.2,1000,0.0,0.0,14#0.2
currenttobest1bin,14,0.1,1000,-0.0,-0.0,14#0.1
currenttobest1bin,14,0.0,1000,-1.96,-0.98,14#0.0
currenttobest1bin,15,1.0,148,0.0,0.0,15#1.0
currenttobest1bin,15,0.9,1000,0.0,0.0,15#0.9
currenttobest1bin,15,0.8,1000,0.0,0.0,15#0.8
currenttobest1bin,15,0.7,1000,0.0,0.0,15#0.7
currenttobest1bin,15,0.6,1000,0.0,0.0,15#0.6
currenttobest1bin,15,0.5,1000,0.0,0.0,15#0.5
currenttobest1bin,15,0.4,1000,0.0,0.0,15#0.4
currenttobest1bin,15,0.3,1000,0.0,0.0,15#0.3
currenttobest1bin,15,0.2,1000,0.0,0.0,15#0.2
currenttobest1bin,15,0.1,1000,-0.0,0.0,15#0.1
currenttobest1bin,15,0.0,1000,0.97,-0.97,15#0.0
currenttobest1bin,16,1.0,120,0.0,-0.0,16#1.0
currenttobest1bin,16,0.9,1000,0.0,0.0,16#0.9
currenttobest1bin,16,0.8,1000,0.0,0.0,16#0.8
currenttobest1bin,16,0.7,1000,0.0,0.0,16#0.7
currenttobest1bin,16,0.6,1000,0.0,0.0,16#0.6
currenttobest1bin,16,0.5,1000,0.0,0.0,16#0.5
currenttobest1bin,16,0.4,1000,0.0,0.0,16#0.4
currenttobest1bin,16,0.3,1000,0.0,0.0,16#0.3
currenttobest1bin,16,0.2,1000,0.0,0.0,16#0.2
currenttobest1bin,16,0.1,1000,-0.0,-0.0,16#0.1
currenttobest1bin,16,0.0,1000,-0.97,0.97,16#0.0
currenttobest1bin,17,1.0,161,-0.0,-0.0,17#1.0
currenttobest1bin,17,0.9,1000,0.0,0.0,17#0.9
currenttobest1bin,17,0.8,1000,0.0,0.0,17#0.8
currenttobest1bin,17,0.7,1000,0.0,0.0,17#0.7
currenttobest1bin,17,0.6,1000,0.0,0.0,17#0.6
currenttobest1bin,17,0.5,1000,0.0,0.0,17#0.5
currenttobest1bin,17,0.4,1000,0.0,0.0,17#0.4
currenttobest1bin,17,0.3,1000,0.0,0.0,17#0.3
currenttobest1bin,17,0.2,1000,0.0,0.0,17#0.2
currenttobest1bin,17,0.1,1000,-0.0,-0.0,17#0.1
currenttobest1bin,17,0.0,1000,0.98,-1.96,17#0.0
currenttobest1bin,18,1.0,154,0.0,0.0,18#1.0
currenttobest1bin,18,0.9,1000,0.0,0.0,18#0.9
currenttobest1bin,18,0.8,1000,0.0,0.0,18#0.8
currenttobest1bin,18,0.7,1000,0.0,0.0,18#0.7
currenttobest1bin,18,0.6,1000,0.0,0.0,18#0.6
currenttobest1bin,18,0.5,1000,0.0,0.0,18#0.5
currenttobest1bin,18,0.4,1000,0.0,0.0,18#0.4
currenttobest1bin,18,0.3,1000,0.0,0.0,18#0.3
currenttobest1bin,18,0.2,1000,0.0,0.0,18#0.2
currenttobest1bin,18,0.1,1000,0.0,-0.0,18#0.1
currenttobest1bin,18,0.0,1000,1.96,0.0,18#0.0
currenttobest1bin,19,1.0,155,0.0,0.0,19#1.0
currenttobest1bin,19,0.9,1000,0.0,0.0,19#0.9
currenttobest1bin,19,0.8,1000,0.0,0.0,19#0.8
currenttobest1bin,19,0.7,1000,0.0,0.0,19#0.7
currenttobest1bin,19,0.6,1000,0.0,0.0,19#0.6
currenttobest1bin,19,0.5,1000,0.0,0.0,19#0.5
currenttobest1bin,19,0.4,1000,0.0,0.0,19#0.4
currenttobest1bin,19,0.3,1000,0.0,0.0,19#0.3
currenttobest1bin,19,0.2,1000,0.0,0.0,19#0.2
currenttobest1bin,19,0.1,1000,-0.0,-0.0,19#0.1
currenttobest1bin,19,0.0,1000,-0.0,-0.0,19#0.0
currenttobest1bin,20,1.0,1000,0.0,0.0,20#1.0
currenttobest1bin,20,0.9,1000,0.0,0.0,20#0.9
currenttobest1bin,20,0.8,1000,0.0,0.0,20#0.8
currenttobest1bin,20,0.7,1000,0.0,0.0,20#0.7
currenttobest1bin,20,0.6,1000,0.0,0.0,20#0.6
currenttobest1bin,20,0.5,1000,0.0,0.0,20#0.5
currenttobest1bin,20,0.4,1000,0.0,0.0,20#0.4
currenttobest1bin,20,0.3,1000,0.0,0.0,20#0.3
currenttobest1bin,20,0.2,1000,0.0,0.0,20#0.2
currenttobest1bin,20,0.1,1000,0.0,0.0,20#0.1
currenttobest1bin,20,0.0,1000,0.0,-0.0,20#0.0
best2bin,10,1.0,290,0.0,0.0,10#1.0
best2bin,10,0.9,219,0.0,0.0,10#0.9
best2bin,10,0.8,195,0.0,0.0,10#0.8
best2bin,10,0.7,163,0.0,0.0,10#0.7
best2bin,10,0.6,129,0.0,0.0,10#0.6
best2bin,10,0.5,98,0.0,0.0,10#0.5
best2bin,10,0.4,69,0.0,0.0,10#0.4
best2bin,10,0.3,53,0.0,0.0,10#0.3
best2bin,10,0.2,41,0.0,0.0,10#0.2
best2bin,10,0.1,29,0.0,-0.0,10#0.1
best2bin,10,0.0,4,-0.0,-0.0,10#0.0
best2bin,11,1.0,295,0.0,0.0,11#1.0
best2bin,11,0.9,263,0.0,0.0,11#0.9
best2bin,11,0.8,191,0.0,0.0,11#0.8
best2bin,11,0.7,151,0.0,0.0,11#0.7
best2bin,11,0.6,138,0.0,0.0,11#0.6
best2bin,11,0.5,93,0.0,0.0,11#0.5
best2bin,11,0.4,74,0.0,0.0,11#0.4
best2bin,11,0.3,54,0.0,0.0,11#0.3
best2bin,11,0.2,39,0.0,0.0,11#0.2
best2bin,11,0.1,27,0.0,0.0,11#0.1
best2bin,11,0.0,2,0.27,0.33,11#0.0
best2bin,12,1.0,288,0.0,0.0,12#1.0
best2bin,12,0.9,234,0.0,0.0,12#0.9
best2bin,12,0.8,198,0.0,0.0,12#0.8
best2bin,12,0.7,164,0.0,0.0,12#0.7
best2bin,12,0.6,126,0.0,0.0,12#0.6
best2bin,12,0.5,98,0.0,0.0,12#0.5
best2bin,12,0.4,70,0.0,0.0,12#0.4
best2bin,12,0.3,56,0.0,0.0,12#0.3
best2bin,12,0.2,39,0.0,0.0,12#0.2
best2bin,12,0.1,29,0.0,0.0,12#0.1
best2bin,12,0.0,2,1.0,-0.53,12#0.0
best2bin,13,1.0,274,0.0,0.0,13#1.0
best2bin,13,0.9,239,0.0,0.0,13#0.9
best2bin,13,0.8,209,0.0,0.0,13#0.8
best2bin,13,0.7,165,0.0,0.0,13#0.7
best2bin,13,0.6,125,0.0,0.0,13#0.6
best2bin,13,0.5,96,0.0,0.0,13#0.5
best2bin,13,0.4,72,0.0,0.0,13#0.4
best2bin,13,0.3,55,0.0,0.0,13#0.3
best2bin,13,0.2,38,0.0,0.0,13#0.2
best2bin,13,0.1,28,0.0,0.0,13#0.1
best2bin,13,0.0,3,-0.0,0.0,13#0.0
best2bin,14,1.0,271,0.0,0.0,14#1.0
best2bin,14,0.9,243,0.0,0.0,14#0.9
best2bin,14,0.8,205,0.0,0.0,14#0.8
best2bin,14,0.7,167,0.0,0.0,14#0.7
best2bin,14,0.6,127,0.0,0.0,14#0.6
best2bin,14,0.5,100,0.0,0.0,14#0.5
best2bin,14,0.4,71,0.0,0.0,14#0.4
best2bin,14,0.3,52,0.0,0.0,14#0.3
best2bin,14,0.2,40,0.0,0.0,14#0.2
best2bin,14,0.1,30,0.0,0.0,14#0.1
best2bin,14,0.0,3,-0.97,-0.97,14#0.0
best2bin,15,1.0,285,0.0,0.0,15#1.0
best2bin,15,0.9,245,0.0,0.0,15#0.9
best2bin,15,0.8,210,0.0,0.0,15#0.8
best2bin,15,0.7,157,0.0,0.0,15#0.7
best2bin,15,0.6,128,0.0,0.0,15#0.6
best2bin,15,0.5,96,0.0,0.0,15#0.5
best2bin,15,0.4,71,0.0,0.0,15#0.4
best2bin,15,0.3,52,0.0,0.0,15#0.3
best2bin,15,0.2,39,0.0,0.0,15#0.2
best2bin,15,0.1,26,0.0,0.0,15#0.1
best2bin,15,0.0,3,0.97,-0.97,15#0.0
best2bin,16,1.0,274,0.0,0.0,16#1.0
best2bin,16,0.9,250,0.0,0.0,16#0.9
best2bin,16,0.8,194,0.0,0.0,16#0.8
best2bin,16,0.7,168,0.0,0.0,16#0.7
best2bin,16,0.6,122,0.0,0.0,16#0.6
best2bin,16,0.5,99,0.0,0.0,16#0.5
best2bin,16,0.4,71,0.0,0.0,16#0.4
best2bin,16,0.3,56,0.0,0.0,16#0.3
best2bin,16,0.2,37,0.0,0.0,16#0.2
best2bin,16,0.1,25,0.0,0.0,16#0.1
best2bin,16,0.0,3,0.04,1.31,16#0.0
best2bin,17,1.0,288,0.0,0.0,17#1.0
best2bin,17,0.9,240,0.0,0.0,17#0.9
best2bin,17,0.8,196,0.0,0.0,17#0.8
best2bin,17,0.7,162,0.0,0.0,17#0.7
best2bin,17,0.6,131,0.0,0.0,17#0.6
best2bin,17,0.5,100,0.0,0.0,17#0.5
best2bin,17,0.4,72,0.0,0.0,17#0.4
best2bin,17,0.3,52,0.0,0.0,17#0.3
best2bin,17,0.2,38,0.0,0.0,17#0.2
best2bin,17,0.1,28,0.0,0.0,17#0.1
best2bin,17,0.0,3,0.95,-0.0,17#0.0
best2bin,18,1.0,291,0.0,0.0,18#1.0
best2bin,18,0.9,240,0.0,0.0,18#0.9
best2bin,18,0.8,195,0.0,0.0,18#0.8
best2bin,18,0.7,158,0.0,0.0,18#0.7
best2bin,18,0.6,133,0.0,0.0,18#0.6
best2bin,18,0.5,102,0.0,0.0,18#0.5
best2bin,18,0.4,74,0.0,0.0,18#0.4
best2bin,18,0.3,56,0.0,0.0,18#0.3
best2bin,18,0.2,41,0.0,0.0,18#0.2
best2bin,18,0.1,29,0.0,0.0,18#0.1
best2bin,18,0.0,4,-0.0,-0.0,18#0.0
best2bin,19,1.0,287,0.0,0.0,19#1.0
best2bin,19,0.9,255,0.0,0.0,19#0.9
best2bin,19,0.8,197,0.0,0.0,19#0.8
best2bin,19,0.7,159,0.0,0.0,19#0.7
best2bin,19,0.6,126,0.0,0.0,19#0.6
best2bin,19,0.5,97,0.0,0.0,19#0.5
best2bin,19,0.4,74,0.0,0.0,19#0.4
best2bin,19,0.3,52,0.0,0.0,19#0.3
best2bin,19,0.2,40,0.0,0.0,19#0.2
best2bin,19,0.1,26,0.0,0.0,19#0.1
best2bin,19,0.0,4,0.36,-0.63,19#0.0
best2bin,20,1.0,278,0.0,0.0,20#1.0
best2bin,20,0.9,236,0.0,0.0,20#0.9
best2bin,20,0.8,202,0.0,0.0,20#0.8
best2bin,20,0.7,158,0.0,0.0,20#0.7
best2bin,20,0.6,133,0.0,0.0,20#0.6
best2bin,20,0.5,97,0.0,0.0,20#0.5
best2bin,20,0.4,72,0.0,0.0,20#0.4
best2bin,20,0.3,54,0.0,0.0,20#0.3
best2bin,20,0.2,37,0.0,0.0,20#0.2
best2bin,20,0.1,28,0.0,0.0,20#0.1
best2bin,20,0.0,3,0.0,-0.0,20#0.0
rand2bin,10,1.0,347,0.0,0.0,10#1.0
rand2bin,10,0.9,299,0.0,0.0,10#0.9
rand2bin,10,0.8,253,0.0,0.0,10#0.8
rand2bin,10,0.7,234,0.0,0.0,10#0.7
rand2bin,10,0.6,182,0.0,0.0,10#0.6
rand2bin,10,0.5,174,0.0,0.0,10#0.5
rand2bin,10,0.4,139,0.0,0.0,10#0.4
rand2bin,10,0.3,115,0.0,0.0,10#0.3
rand2bin,10,0.2,112,0.0,0.0,10#0.2
rand2bin,10,0.1,40,-0.0,0.0,10#0.1
rand2bin,10,0.0,6,-0.0,-0.0,10#0.0
rand2bin,11,1.0,317,0.0,0.0,11#1.0
rand2bin,11,0.9,311,0.0,0.0,11#0.9
rand2bin,11,0.8,252,0.0,0.0,11#0.8
rand2bin,11,0.7,207,0.0,0.0,11#0.7
rand2bin,11,0.6,186,0.0,0.0,11#0.6
rand2bin,11,0.5,170,0.0,0.0,11#0.5
rand2bin,11,0.4,135,0.0,0.0,11#0.4
rand2bin,11,0.3,114,0.0,0.0,11#0.3
rand2bin,11,0.2,113,0.0,0.0,11#0.2
rand2bin,11,0.1,37,-0.0,-0.0,11#0.1
rand2bin,11,0.0,10,0.27,0.33,11#0.0
rand2bin,12,1.0,347,0.0,0.0,12#1.0
rand2bin,12,0.9,291,0.0,0.0,12#0.9
rand2bin,12,0.8,253,0.0,0.0,12#0.8
rand2bin,12,0.7,219,0.0,0.0,12#0.7
rand2bin,12,0.6,189,0.0,0.0,12#0.6
rand2bin,12,0.5,155,0.0,0.0,12#0.5
rand2bin,12,0.4,135,0.0,0.0,12#0.4
rand2bin,12,0.3,123,0.0,0.0,12#0.3
rand2bin,12,0.2,106,0.0,0.0,12#0.2
rand2bin,12,0.1,37,0.0,0.0,12#0.1
rand2bin,12,0.0,9,0.0,-0.0,12#0.0
rand2bin,13,1.0,340,0.0,0.0,13#1.0
rand2bin,13,0.9,291,0.0,0.0,13#0.9
rand2bin,13,0.8,252,0.0,0.0,13#0.8
rand2bin,13,0.7,221,0.0,0.0,13#0.7
rand2bin,13,0.6,179,0.0,0.0,13#0.6
rand2bin,13,0.5,160,0.0,0.0,13#0.5
rand2bin,13,0.4,137,0.0,0.0,13#0.4
rand2bin,13,0.3,116,0.0,0.0,13#0.3
rand2bin,13,0.2,101,0.0,0.0,13#0.2
rand2bin,13,0.1,25,-0.0,0.0,13#0.1
rand2bin,13,0.0,13,-0.0,-0.0,13#0.0
rand2bin,14,1.0,332,0.0,0.0,14#1.0
rand2bin,14,0.9,294,0.0,0.0,14#0.9
rand2bin,14,0.8,252,0.0,0.0,14#0.8
rand2bin,14,0.7,230,0.0,0.0,14#0.7
rand2bin,14,0.6,193,0.0,0.0,14#0.6
rand2bin,14,0.5,159,0.0,0.0,14#0.5
rand2bin,14,0.4,145,0.0,0.0,14#0.4
rand2bin,14,0.3,119,0.0,0.0,14#0.3
rand2bin,14,0.2,100,0.0,0.0,14#0.2
rand2bin,14,0.1,39,0.0,-0.0,14#0.1
rand2bin,14,0.0,9,0.42,0.03,14#0.0
rand2bin,15,1.0,342,0.0,0.0,15#1.0
rand2bin,15,0.9,291,0.0,0.0,15#0.9
rand2bin,15,0.8,266,0.0,0.0,15#0.8
rand2bin,15,0.7,228,0.0,0.0,15#0.7
rand2bin,15,0.6,192,0.0,0.0,15#0.6
rand2bin,15,0.5,160,0.0,0.0,15#0.5
rand2bin,15,0.4,139,0.0,0.0,15#0.4
rand2bin,15,0.3,113,0.0,0.0,15#0.3
rand2bin,15,0.2,100,0.0,0.0,15#0.2
rand2bin,15,0.1,58,0.0,0.0,15#0.1
rand2bin,15,0.0,10,-0.0,-0.95,15#0.0
rand2bin,16,1.0,337,0.0,0.0,16#1.0
rand2bin,16,0.9,293,0.0,0.0,16#0.9
rand2bin,16,0.8,262,0.0,0.0,16#0.8
rand2bin,16,0.7,224,0.0,0.0,16#0.7
rand2bin,16,0.6,190,0.0,0.0,16#0.6
rand2bin,16,0.5,160,0.0,0.0,16#0.5
rand2bin,16,0.4,143,0.0,0.0,16#0.4
rand2bin,16,0.3,125,0.0,0.0,16#0.3
rand2bin,16,0.2,108,0.0,0.0,16#0.2
rand2bin,16,0.1,30,-0.0,0.0,16#0.1
rand2bin,16,0.0,11,0.0,-0.0,16#0.0
rand2bin,17,1.0,335,0.0,0.0,17#1.0
rand2bin,17,0.9,302,0.0,0.0,17#0.9
rand2bin,17,0.8,260,0.0,0.0,17#0.8
rand2bin,17,0.7,216,0.0,0.0,17#0.7
rand2bin,17,0.6,192,0.0,0.0,17#0.6
rand2bin,17,0.5,164,0.0,0.0,17#0.5
rand2bin,17,0.4,141,0.0,0.0,17#0.4
rand2bin,17,0.3,116,0.0,0.0,17#0.3
rand2bin,17,0.2,102,0.0,0.0,17#0.2
rand2bin,17,0.1,74,-0.0,-0.0,17#0.1
rand2bin,17,0.0,11,0.95,-0.0,17#0.0
rand2bin,18,1.0,348,0.0,0.0,18#1.0
rand2bin,18,0.9,301,0.0,0.0,18#0.9
rand2bin,18,0.8,254,0.0,0.0,18#0.8
rand2bin,18,0.7,222,0.0,0.0,18#0.7
rand2bin,18,0.6,191,0.0,0.0,18#0.6
rand2bin,18,0.5,163,0.0,0.0,18#0.5
rand2bin,18,0.4,138,0.0,0.0,18#0.4
rand2bin,18,0.3,121,0.0,0.0,18#0.3
rand2bin,18,0.2,113,0.0,0.0,18#0.2
rand2bin,18,0.1,33,0.0,-0.0,18#0.1
rand2bin,18,0.0,10,-0.0,-0.0,18#0.0
rand2bin,19,1.0,359,0.0,0.0,19#1.0
rand2bin,19,0.9,308,0.0,0.0,19#0.9
rand2bin,19,0.8,253,0.0,0.0,19#0.8
rand2bin,19,0.7,216,0.0,0.0,19#0.7
rand2bin,19,0.6,195,0.0,0.0,19#0.6
rand2bin,19,0.5,163,0.0,0.0,19#0.5
rand2bin,19,0.4,134,0.0,0.0,19#0.4
rand2bin,19,0.3,115,0.0,0.0,19#0.3
rand2bin,19,0.2,106,0.0,0.0,19#0.2
rand2bin,19,0.1,41,-0.0,-0.0,19#0.1
rand2bin,19,0.0,12,0.0,-0.0,19#0.0
rand2bin,20,1.0,345,0.0,0.0,20#1.0
rand2bin,20,0.9,297,0.0,0.0,20#0.9
rand2bin,20,0.8,255,0.0,0.0,20#0.8
rand2bin,20,0.7,228,0.0,0.0,20#0.7
rand2bin,20,0.6,190,0.0,0.0,20#0.6
rand2bin,20,0.5,160,0.0,0.0,20#0.5
rand2bin,20,0.4,140,0.0,0.0,20#0.4
rand2bin,20,0.3,122,0.0,0.0,20#0.3
rand2bin,20,0.2,103,0.0,0.0,20#0.2
rand2bin,20,0.1,90,0.0,0.0,20#0.1
rand2bin,20,0.0,8,-0.0,0.0,20#0.0
rand1bin,10,1.0,207,0.0,0.0,10#1.0
rand1bin,10,0.9,194,0.0,0.0,10#0.9
rand1bin,10,0.8,181,0.0,0.0,10#0.8
rand1bin,10,0.7,153,0.0,0.0,10#0.7
rand1bin,10,0.6,149,0.0,0.0,10#0.6
rand1bin,10,0.5,125,0.0,0.0,10#0.5
rand1bin,10,0.4,110,0.0,0.0,10#0.4
rand1bin,10,0.3,110,0.0,0.0,10#0.3
rand1bin,10,0.2,82,0.0,-0.0,10#0.2
rand1bin,10,0.1,22,-0.0,-0.0,10#0.1
rand1bin,10,0.0,6,-0.0,-0.0,10#0.0
rand1bin,11,1.0,222,0.0,0.0,11#1.0
rand1bin,11,0.9,194,0.0,0.0,11#0.9
rand1bin,11,0.8,186,0.0,0.0,11#0.8
rand1bin,11,0.7,150,0.0,0.0,11#0.7
rand1bin,11,0.6,147,0.0,0.0,11#0.6
rand1bin,11,0.5,125,0.0,0.0,11#0.5
rand1bin,11,0.4,109,0.0,0.0,11#0.4
rand1bin,11,0.3,32,-0.0,-0.0,11#0.3
rand1bin,11,0.2,28,-0.0,-0.0,11#0.2
rand1bin,11,0.1,18,-0.0,-0.0,11#0.1
rand1bin,11,0.0,10,0.27,0.33,11#0.0
rand1bin,12,1.0,228,0.0,0.0,12#1.0
rand1bin,12,0.9,193,0.0,0.0,12#0.9
rand1bin,12,0.8,177,0.0,0.0,12#0.8
rand1bin,12,0.7,155,0.0,0.0,12#0.7
rand1bin,12,0.6,140,0.0,0.0,12#0.6
rand1bin,12,0.5,127,0.0,0.0,12#0.5
rand1bin,12,0.4,117,0.0,0.0,12#0.4
rand1bin,12,0.3,107,0.0,0.0,12#0.3
rand1bin,12,0.2,95,0.0,0.0,12#0.2
rand1bin,12,0.1,22,-0.0,-0.0,12#0.1
rand1bin,12,0.0,9,0.0,-0.0,12#0.0
rand1bin,13,1.0,236,0.0,0.0,13#1.0
rand1bin,13,0.9,201,0.0,0.0,13#0.9
rand1bin,13,0.8,184,0.0,0.0,13#0.8
rand1bin,13,0.7,168,0.0,0.0,13#0.7
rand1bin,13,0.6,142,0.0,0.0,13#0.6
rand1bin,13,0.5,135,0.0,0.0,13#0.5
rand1bin,13,0.4,115,0.0,0.0,13#0.4
rand1bin,13,0.3,98,-0.0,0.0,13#0.3
rand1bin,13,0.2,68,0.0,-0.0,13#0.2
rand1bin,13,0.1,31,0.0,-0.0,13#0.1
rand1bin,13,0.0,13,-0.0,-0.0,13#0.0
rand1bin,14,1.0,234,0.0,0.0,14#1.0
rand1bin,14,0.9,191,0.0,0.0,14#0.9
rand1bin,14,0.8,178,0.0,0.0,14#0.8
rand1bin,14,0.7,155,0.0,0.0,14#0.7
rand1bin,14,0.6,140,0.0,0.0,14#0.6
rand1bin,14,0.5,129,0.0,0.0,14#0.5
rand1bin,14,0.4,104,0.0,0.0,14#0.4
rand1bin,14,0.3,106,0.0,0.0,14#0.3
rand1bin,14,0.2,100,0.0,-0.0,14#0.2
rand1bin,14,0.1,37,-0.0,-0.0,14#0.1
rand1bin,14,0.0,9,0.42,0.03,14#0.0
rand1bin,15,1.0,218,0.0,0.0,15#1.0
rand1bin,15,0.9,192,0.0,0.0,15#0.9
rand1bin,15,0.8,173,0.0,0.0,15#0.8
rand1bin,15,0.7,158,0.0,0.0,15#0.7
rand1bin,15,0.6,148,0.0,0.0,15#0.6
rand1bin,15,0.5,132,0.0,0.0,15#0.5
rand1bin,15,0.4,114,0.0,0.0,15#0.4
rand1bin,15,0.3,105,0.0,0.0,15#0.3
rand1bin,15,0.2,99,0.0,-0.0,15#0.2
rand1bin,15,0.1,34,0.0,-0.0,15#0.1
rand1bin,15,0.0,10,-0.0,-0.95,15#0.0
rand1bin,16,1.0,220,0.0,0.0,16#1.0
rand1bin,16,0.9,195,0.0,0.0,16#0.9
rand1bin,16,0.8,182,0.0,0.0,16#0.8
rand1bin,16,0.7,153,0.0,0.0,16#0.7
rand1bin,16,0.6,136,0.0,0.0,16#0.6
rand1bin,16,0.5,139,0.0,0.0,16#0.5
rand1bin,16,0.4,110,0.0,0.0,16#0.4
rand1bin,16,0.3,107,0.0,0.0,16#0.3
rand1bin,16,0.2,94,0.0,0.0,16#0.2
rand1bin,16,0.1,43,-0.0,-0.0,16#0.1
rand1bin,16,0.0,11,0.0,-0.0,16#0.0
rand1bin,17,1.0,221,0.0,0.0,17#1.0
rand1bin,17,0.9,202,0.0,0.0,17#0.9
rand1bin,17,0.8,178,0.0,0.0,17#0.8
rand1bin,17,0.7,162,0.0,0.0,17#0.7
rand1bin,17,0.6,148,0.0,0.0,17#0.6
rand1bin,17,0.5,134,0.0,0.0,17#0.5
rand1bin,17,0.4,111,0.0,0.0,17#0.4
rand1bin,17,0.3,104,0.0,0.0,17#0.3
rand1bin,17,0.2,95,0.0,0.0,17#0.2
rand1bin,17,0.1,22,-0.0,-0.0,17#0.1
rand1bin,17,0.0,11,0.95,-0.0,17#0.0
rand1bin,18,1.0,226,0.0,0.0,18#1.0
rand1bin,18,0.9,207,0.0,0.0,18#0.9
rand1bin,18,0.8,184,0.0,0.0,18#0.8
rand1bin,18,0.7,165,0.0,0.0,18#0.7
rand1bin,18,0.6,139,0.0,0.0,18#0.6
rand1bin,18,0.5,133,0.0,0.0,18#0.5
rand1bin,18,0.4,114,0.0,0.0,18#0.4
rand1bin,18,0.3,109,0.0,0.0,18#0.3
rand1bin,18,0.2,101,0.0,0.0,18#0.2
rand1bin,18,0.1,82,-0.0,-0.0,18#0.1
rand1bin,18,0.0,10,-0.0,-0.0,18#0.0
rand1bin,19,1.0,224,0.0,0.0,19#1.0
rand1bin,19,0.9,200,0.0,0.0,19#0.9
rand1bin,19,0.8,177,0.0,0.0,19#0.8
rand1bin,19,0.7,160,0.0,0.0,19#0.7
rand1bin,19,0.6,149,0.0,0.0,19#0.6
rand1bin,19,0.5,130,0.0,0.0,19#0.5
rand1bin,19,0.4,118,0.0,0.0,19#0.4
rand1bin,19,0.3,102,0.0,0.0,19#0.3
rand1bin,19,0.2,96,0.0,0.0,19#0.2
rand1bin,19,0.1,47,-0.0,-0.0,19#0.1
rand1bin,19,0.0,12,0.0,-0.0,19#0.0
rand1bin,20,1.0,220,0.0,0.0,20#1.0
rand1bin,20,0.9,202,0.0,0.0,20#0.9
