Strategy,Popsize,Mutation,Nit,X0,X1,Estimated
currenttobest1exp,10,0.6,1000,0.0,0.0,10#0.6
currenttobest1exp,10,0.5,1000,0.0,0.0,10#0.5
currenttobest1exp,10,0.4,1000,0.0,0.0,10#0.4
currenttobest1exp,10,0.3,1000,0.0,0.0,10#0.3
currenttobest1exp,10,0.2,1000,0.0,0.0,10#0.2
currenttobest1exp,10,0.1,1000,0.0,0.0,10#0.1
currenttobest1exp,10,0.0,1000,-0.0,-0.0,10#0.0
currenttobest1exp,11,1.0,63,-0.0,0.0,11#1.0
currenttobest1exp,11,0.9,1000,0.0,0.0,11#0.9
currenttobest1exp,11,0.8,1000,0.0,0.0,11#0.8
currenttobest1exp,11,0.7,1000,0.0,0.0,11#0.7
currenttobest1exp,11,0.6,1000,0.0,0.0,11#0.6
currenttobest1exp,11,0.5,1000,0.0,0.0,11#0.5
currenttobest1exp,11,0.4,1000,0.0,0.0,11#0.4
currenttobest1exp,11,0.3,1000,0.0,0.0,11#0.3
currenttobest1exp,11,0.2,1000,0.0,0.0,11#0.2
currenttobest1exp,11,0.1,1000,-0.0,-0.0,11#0.1
currenttobest1exp,11,0.0,1000,0.27,0.33,11#0.0
currenttobest1exp,12,1.0,36,-0.0,-0.0,12#1.0
currenttobest1exp,12,0.9,1000,0.0,0.0,12#0.9
currenttobest1exp,12,0.8,1000,0.0,0.0,12#0.8
currenttobest1exp,12,0.7,1000,0.0,0.0,12#0.7
currenttobest1exp,12,0.6,1000,0.0,0.0,12#0.6
currenttobest1exp,12,0.5,1000,0.0,0.0,12#0.5
currenttobest1exp,12,0.4,1000,0.0,0.0,12#0.4
currenttobest1exp,12,0.3,1000,0.0,0.0,12#0.3
currenttobest1exp,12,0.2,1000,0.0,0.0,12#0.2
currenttobest1exp,12,0.1,1000,0.0,0.0,12#0.1
currenttobest1exp,12,0.0,1000,1.0,-0.53,12#0.0
currenttobest1exp,13,1.0,158,0.0,0.0,13#1.0
currenttobest1exp,13,0.9,1000,0.0,0.0,13#0.9
currenttobest1exp,13,0.8,1000,0.0,0.0,13#0.8
currenttobest1exp,13,0.7,1000,0.0,0.0,13#0.7
currenttobest1exp,13,0.6,1000,0.0,0.0,13#0.6
currenttobest1exp,13,0.5,1000,0.0,0.0,13#0.5
currenttobest1exp,13,0.4,1000,0.0,0.0,13#0.4
currenttobest1exp,13,0.3,1000,0.0,0.0,13#0.3
currenttobest1exp,13,0.2,1000,0.0,0.0,13#0.2
currenttobest1exp,13,0.1,1000,0.0,-0.0,13#0.1
currenttobest1exp,13,0.0,1000,0.0,-0.0,13#0.0
currenttobest1exp,14,1.0,46,0.0,0.0,14#1.0
currenttobest1exp,14,0.9,1000,0.0,0.0,14#0.9
currenttobest1exp,14,0.8,1000,0.0,0.0,14#0.8
currenttobest1exp,14,0.7,1000,0.0,0.0,14#0.7
currenttobest1exp,14,0.6,1000,0.0,0.0,14#0.6
currenttobest1exp,14,0.5,1000,0.0,0.0,14#0.5
currenttobest1exp,14,0.4,1000,0.0,0.0,14#0.4
currenttobest1exp,14,0.3,1000,0.0,0.0,14#0.3
currenttobest1exp,14,0.2,1000,0.0,0.0,14#0.2
currenttobest1exp,14,0.1,1000,0.0,0.0,14#0.1
currenttobest1exp,14,0.0,1000,-1.96,-0.98,14#0.0
currenttobest1exp,15,1.0,45,-0.0,-0.0,15#1.0
currenttobest1exp,15,0.9,1000,0.0,0.0,15#0.9
currenttobest1exp,15,0.8,1000,0.0,0.0,15#0.8
currenttobest1exp,15,0.7,1000,0.0,0.0,15#0.7
currenttobest1exp,15,0.6,1000,0.0,0.0,15#0.6
currenttobest1exp,15,0.5,1000,0.0,0.0,15#0.5
currenttobest1exp,15,0.4,1000,0.0,0.0,15#0.4
currenttobest1exp,15,0.3,1000,0.0,0.0,15#0.3
currenttobest1exp,15,0.2,1000,0.0,0.0,15#0.2
currenttobest1exp,15,0.1,1000,0.0,-0.0,15#0.1
currenttobest1exp,15,0.0,1000,0.97,-0.97,15#0.0
currenttobest1exp,16,1.0,47,-0.0,-0.0,16#1.0
currenttobest1exp,16,0.9,1000,0.0,0.0,16#0.9
currenttobest1exp,16,0.8,1000,0.0,0.0,16#0.8
currenttobest1exp,16,0.7,1000,0.0,0.0,16#0.7
currenttobest1exp,16,0.6,1000,0.0,0.0,16#0.6
currenttobest1exp,16,0.5,1000,0.0,0.0,16#0.5
currenttobest1exp,16,0.4,1000,0.0,0.0,16#0.4
currenttobest1exp,16,0.3,1000,0.0,0.0,16#0.3
currenttobest1exp,16,0.2,1000,0.0,0.0,16#0.2
currenttobest1exp,16,0.1,1000,0.0,0.0,16#0.1
currenttobest1exp,16,0.0,1000,-0.97,0.97,16#0.0
currenttobest1exp,17,1.0,164,0.0,0.0,17#1.0
currenttobest1exp,17,0.9,1000,0.0,0.0,17#0.9
currenttobest1exp,17,0.8,1000,0.0,0.0,17#0.8
currenttobest1exp,17,0.7,1000,0.0,0.0,17#0.7
currenttobest1exp,17,0.6,1000,0.0,0.0,17#0.6
currenttobest1exp,17,0.5,1000,0.0,0.0,17#0.5
currenttobest1exp,17,0.4,1000,0.0,0.0,17#0.4
currenttobest1exp,17,0.3,1000,0.0,0.0,17#0.3
currenttobest1exp,17,0.2,1000,0.0,0.0,17#0.2
currenttobest1exp,17,0.1,1000,-0.0,0.0,17#0.1
currenttobest1exp,17,0.0,1000,0.98,-1.96,17#0.0
currenttobest1exp,18,1.0,35,-0.0,-0.0,18#1.0
currenttobest1exp,18,0.9,1000,0.0,0.0,18#0.9
currenttobest1exp,18,0.8,1000,0.0,0.0,18#0.8
currenttobest1exp,18,0.7,1000,0.0,0.0,18#0.7
currenttobest1exp,18,0.6,1000,0.0,0.0,18#0.6
currenttobest1exp,18,0.5,1000,0.0,0.0,18#0.5
currenttobest1exp,18,0.4,1000,0.0,0.0,18#0.4
currenttobest1exp,18,0.3,1000,0.0,0.0,18#0.3
currenttobest1exp,18,0.2,1000,0.0,0.0,18#0.2
currenttobest1exp,18,0.1,1000,0.0,-0.0,18#0.1
currenttobest1exp,18,0.0,1000,1.96,0.0,18#0.0
currenttobest1exp,19,1.0,154,0.0,0.0,19#1.0
currenttobest1exp,19,0.9,1000,0.0,0.0,19#0.9
currenttobest1exp,19,0.8,1000,0.0,0.0,19#0.8
currenttobest1exp,19,0.7,1000,0.0,0.0,19#0.7
currenttobest1exp,19,0.6,1000,0.0,0.0,19#0.6
currenttobest1exp,19,0.5,1000,0.0,0.0,19#0.5
currenttobest1exp,19,0.4,1000,0.0,0.0,19#0.4
currenttobest1exp,19,0.3,1000,0.0,0.0,19#0.3
currenttobest1exp,19,0.2,1000,0.0,0.0,19#0.2
currenttobest1exp,19,0.1,1000,-0.0,0.0,19#0.1
currenttobest1exp,19,0.0,1000,-0.0,-0.0,19#0.0
currenttobest1exp,20,1.0,161,0.0,0.0,20#1.0
currenttobest1exp,20,0.9,1000,0.0,0.0,20#0.9
currenttobest1exp,20,0.8,1000,0.0,0.0,20#0.8
currenttobest1exp,20,0.7,1000,0.0,0.0,20#0.7
currenttobest1exp,20,0.6,1000,0.0,0.0,20#0.6
currenttobest1exp,20,0.5,1000,0.0,0.0,20#0.5
currenttobest1exp,20,0.4,1000,0.0,0.0,20#0.4
currenttobest1exp,20,0.3,1000,0.0,0.0,20#0.3
currenttobest1exp,20,0.2,1000,0.0,0.0,20#0.2
currenttobest1exp,20,0.1,1000,0.0,0.0,20#0.1
currenttobest1exp,20,0.0,1000,0.0,-0.0,20#0.0
best2exp,10,1.0,283,0.0,-0.0,10#1.0
best2exp,10,0.9,237,0.0,0.0,10#0.9
best2exp,10,0.8,207,0.0,0.0,10#0.8
best2exp,10,0.7,156,0.0,0.0,10#0.7
best2exp,10,0.6,119,0.0,0.0,10#0.6
best2exp,10,0.5,96,0.0,0.0,10#0.5
best2exp,10,0.4,67,0.0,0.0,10#0.4
best2exp,10,0.3,53,0.0,0.0,10#0.3
best2exp,10,0.2,38,0.0,0.0,10#0.2
best2exp,10,0.1,28,0.0,0.0,10#0.1
best2exp,10,0.0,4,-0.0,-0.0,10#0.0
best2exp,11,1.0,294,0.0,0.0,11#1.0
best2exp,11,0.9,227,0.0,0.0,11#0.9
best2exp,11,0.8,218,0.0,0.0,11#0.8
best2exp,11,0.7,159,0.0,0.0,11#0.7
best2exp,11,0.6,120,0.0,0.0,11#0.6
best2exp,11,0.5,95,0.0,0.0,11#0.5
best2exp,11,0.4,74,0.0,0.0,11#0.4
best2exp,11,0.3,56,0.0,0.0,11#0.3
best2exp,11,0.2,40,0.0,0.0,11#0.2
best2exp,11,0.1,20,-0.0,0.0,11#0.1
best2exp,11,0.0,3,0.27,0.33,11#0.0
best2exp,12,1.0,270,0.0,0.0,12#1.0
best2exp,12,0.9,245,0.0,0.0,12#0.9
best2exp,12,0.8,207,0.0,0.0,12#0.8
best2exp,12,0.7,147,0.0,0.0,12#0.7
best2exp,12,0.6,123,0.0,0.0,12#0.6
best2exp,12,0.5,96,0.0,0.0,12#0.5
best2exp,12,0.4,70,0.0,0.0,12#0.4
best2exp,12,0.3,54,0.0,0.0,12#0.3
best2exp,12,0.2,38,0.0,0.0,12#0.2
best2exp,12,0.1,38,0.0,0.0,12#0.1
best2exp,12,0.0,2,1.0,-0.53,12#0.0
best2exp,13,1.0,298,0.0,0.0,13#1.0
best2exp,13,0.9,228,0.0,0.0,13#0.9
best2exp,13,0.8,207,0.0,0.0,13#0.8
best2exp,13,0.7,168,0.0,0.0,13#0.7
best2exp,13,0.6,128,0.0,0.0,13#0.6
best2exp,13,0.5,91,0.0,0.0,13#0.5
best2exp,13,0.4,70,0.0,0.0,13#0.4
best2exp,13,0.3,52,0.0,0.0,13#0.3
best2exp,13,0.2,38,0.0,0.0,13#0.2
best2exp,13,0.1,26,0.0,0.0,13#0.1
best2exp,13,0.0,4,-0.0,0.0,13#0.0
best2exp,14,1.0,278,0.0,0.0,14#1.0
best2exp,14,0.9,239,0.0,0.0,14#0.9
best2exp,14,0.8,198,0.0,0.0,14#0.8
best2exp,14,0.7,154,0.0,0.0,14#0.7
best2exp,14,0.6,127,0.0,0.0,14#0.6
best2exp,14,0.5,97,0.0,0.0,14#0.5
best2exp,14,0.4,72,0.0,0.0,14#0.4
best2exp,14,0.3,55,0.0,0.0,14#0.3
best2exp,14,0.2,39,0.0,0.0,14#0.2
best2exp,14,0.1,29,0.0,0.0,14#0.1
best2exp,14,0.0,4,-0.97,-0.97,14#0.0
best2exp,15,1.0,271,0.0,0.0,15#1.0
best2exp,15,0.9,238,0.0,0.0,15#0.9
best2exp,15,0.8,188,0.0,0.0,15#0.8
best2exp,15,0.7,152,0.0,0.0,15#0.7
best2exp,15,0.6,122,0.0,0.0,15#0.6
best2exp,15,0.5,96,0.0,0.0,15#0.5
best2exp,15,0.4,70,0.0,0.0,15#0.4
best2exp,15,0.3,52,0.0,0.0,15#0.3
best2exp,15,0.2,37,0.0,0.0,15#0.2
best2exp,15,0.1,30,0.0,0.0,15#0.1
best2exp,15,0.0,3,0.97,-0.97,15#0.0
best2exp,16,1.0,278,0.0,0.0,16#1.0
best2exp,16,0.9,251,0.0,0.0,16#0.9
best2exp,16,0.8,206,0.0,0.0,16#0.8
best2exp,16,0.7,161,0.0,0.0,16#0.7
best2exp,16,0.6,125,0.0,0.0,16#0.6
best2exp,16,0.5,98,0.0,0.0,16#0.5
best2exp,16,0.4,70,0.0,0.0,16#0.4
best2exp,16,0.3,51,0.0,0.0,16#0.3
best2exp,16,0.2,39,0.0,0.0,16#0.2
best2exp,16,0.1,28,0.0,0.0,16#0.1
best2exp,16,0.0,3,-0.0,-0.0,16#0.0
best2exp,17,1.0,279,0.0,0.0,17#1.0
best2exp,17,0.9,242,0.0,0.0,17#0.9
best2exp,17,0.8,201,0.0,0.0,17#0.8
best2exp,17,0.7,166,0.0,0.0,17#0.7
best2exp,17,0.6,125,0.0,0.0,17#0.6
best2exp,17,0.5,97,0.0,0.0,17#0.5
best2exp,17,0.4,73,0.0,0.0,17#0.4
best2exp,17,0.3,52,0.0,0.0,17#0.3
best2exp,17,0.2,39,0.0,0.0,17#0.2
best2exp,17,0.1,26,-0.0,-0.0,17#0.1
best2exp,17,0.0,3,0.95,-0.0,17#0.0
best2exp,18,1.0,283,0.0,0.0,18#1.0
best2exp,18,0.9,242,0.0,0.0,18#0.9
best2exp,18,0.8,197,0.0,0.0,18#0.8
best2exp,18,0.7,163,0.0,0.0,18#0.7
best2exp,18,0.6,126,0.0,0.0,18#0.6
best2exp,18,0.5,100,0.0,0.0,18#0.5
best2exp,18,0.4,73,0.0,0.0,18#0.4
best2exp,18,0.3,54,0.0,0.0,18#0.3
best2exp,18,0.2,39,0.0,0.0,18#0.2
best2exp,18,0.1,28,0.0,0.0,18#0.1
best2exp,18,0.0,4,1.96,0.0,18#0.0
best2exp,19,1.0,275,0.0,0.0,19#1.0
best2exp,19,0.9,234,0.0,0.0,19#0.9
best2exp,19,0.8,202,0.0,0.0,19#0.8
best2exp,19,0.7,156,0.0,0.0,19#0.7
best2exp,19,0.6,123,0.0,0.0,19#0.6
best2exp,19,0.5,94,0.0,0.0,19#0.5
best2exp,19,0.4,71,0.0,0.0,19#0.4
best2exp,19,0.3,53,0.0,0.0,19#0.3
best2exp,19,0.2,39,0.0,0.0,19#0.2
best2exp,19,0.1,29,0.0,0.0,19#0.1
best2exp,19,0.0,3,0.36,-0.63,19#0.0
best2exp,20,1.0,285,0.0,0.0,20#1.0
best2exp,20,0.9,242,0.0,0.0,20#0.9
best2exp,20,0.8,203,0.0,0.0,20#0.8
best2exp,20,0.7,162,0.0,0.0,20#0.7
best2exp,20,0.6,129,0.0,0.0,20#0.6
best2exp,20,0.5,99,0.0,0.0,20#0.5
best2exp,20,0.4,72,0.0,0.0,20#0.4
best2exp,20,0.3,53,0.0,0.0,20#0.3
best2exp,20,0.2,38,0.0,0.0,20#0.2
best2exp,20,0.1,26,0.0,0.0,20#0.1
best2exp,20,0.0,2,0.0,-0.0,20#0.0
rand2exp,10,1.0,339,0.0,0.0,10#1.0
rand2exp,10,0.9,285,0.0,0.0,10#0.9
rand2exp,10,0.8,268,0.0,0.0,10#0.8
rand2exp,10,0.7,217,0.0,0.0,10#0.7
rand2exp,10,0.6,175,0.0,0.0,10#0.6
rand2exp,10,0.5,155,0.0,0.0,10#0.5
rand2exp,10,0.4,133,0.0,0.0,10#0.4
rand2exp,10,0.3,112,0.0,0.0,10#0.3
rand2exp,10,0.2,107,0.0,0.0,10#0.2
rand2exp,10,0.1,27,-0.0,-0.0,10#0.1
rand2exp,10,0.0,8,-0.0,-0.0,10#0.0
rand2exp,11,1.0,332,0.0,0.0,11#1.0
rand2exp,11,0.9,291,0.0,0.0,11#0.9
rand2exp,11,0.8,256,0.0,0.0,11#0.8
rand2exp,11,0.7,225,0.0,0.0,11#0.7
rand2exp,11,0.6,185,0.0,0.0,11#0.6
rand2exp,11,0.5,147,0.0,0.0,11#0.5
rand2exp,11,0.4,131,0.0,0.0,11#0.4
rand2exp,11,0.3,112,0.0,0.0,11#0.3
rand2exp,11,0.2,105,0.0,0.0,11#0.2
rand2exp,11,0.1,45,-0.0,0.0,11#0.1
rand2exp,11,0.0,8,0.27,0.33,11#0.0
rand2exp,12,1.0,347,0.0,0.0,12#1.0
rand2exp,12,0.9,297,0.0,0.0,12#0.9
rand2exp,12,0.8,266,0.0,0.0,12#0.8
rand2exp,12,0.7,220,0.0,0.0,12#0.7
rand2exp,12,0.6,183,0.0,0.0,12#0.6
rand2exp,12,0.5,156,0.0,0.0,12#0.5
rand2exp,12,0.4,143,0.0,0.0,12#0.4
rand2exp,12,0.3,121,0.0,0.0,12#0.3
rand2exp,12,0.2,93,0.0,0.0,12#0.2
rand2exp,12,0.1,50,-0.0,0.0,12#0.1
rand2exp,12,0.0,9,0.0,-0.0,12#0.0
rand2exp,13,1.0,349,0.0,0.0,13#1.0
rand2exp,13,0.9,305,0.0,0.0,13#0.9
rand2exp,13,0.8,260,0.0,0.0,13#0.8
rand2exp,13,0.7,206,0.0,0.0,13#0.7
rand2exp,13,0.6,197,0.0,0.0,13#0.6
rand2exp,13,0.5,155,0.0,0.0,13#0.5
rand2exp,13,0.4,139,0.0,0.0,13#0.4
rand2exp,13,0.3,121,0.0,0.0,13#0.3
rand2exp,13,0.2,95,0.0,0.0,13#0.2
rand2exp,13,0.1,42,0.0,-0.0,13#0.1
rand2exp,13,0.0,13,-0.0,-0.0,13#0.0
rand2exp,14,1.0,342,0.0,0.0,14#1.0
rand2exp,14,0.9,302,0.0,0.0,14#0.9
rand2exp,14,0.8,260,0.0,0.0,14#0.8
rand2exp,14,0.7,225,0.0,0.0,14#0.7
rand2exp,14,0.6,194,0.0,0.0,14#0.6
rand2exp,14,0.5,161,0.0,0.0,14#0.5
rand2exp,14,0.4,136,0.0,0.0,14#0.4
rand2exp,14,0.3,117,0.0,0.0,14#0.3
rand2exp,14,0.2,105,0.0,0.0,14#0.2
rand2exp,14,0.1,36,-0.0,-0.0,14#0.1
rand2exp,14,0.0,12,0.42,0.03,14#0.0
rand2exp,15,1.0,341,0.0,0.0,15#1.0
rand2exp,15,0.9,293,0.0,0.0,15#0.9
rand2exp,15,0.8,253,0.0,0.0,15#0.8
rand2exp,15,0.7,228,0.0,0.0,15#0.7
rand2exp,15,0.6,190,0.0,0.0,15#0.6
rand2exp,15,0.5,154,0.0,0.0,15#0.5
rand2exp,15,0.4,141,0.0,0.0,15#0.4
rand2exp,15,0.3,116,0.0,0.0,15#0.3
rand2exp,15,0.2,104,0.0,0.0,15#0.2
rand2exp,15,0.1,71,-0.0,0.0,15#0.1
rand2exp,15,0.0,9,-0.0,-0.95,15#0.0
rand2exp,16,1.0,348,0.0,0.0,16#1.0
rand2exp,16,0.9,292,0.0,0.0,16#0.9
rand2exp,16,0.8,254,0.0,0.0,16#0.8
rand2exp,16,0.7,237,0.0,0.0,16#0.7
rand2exp,16,0.6,190,0.0,0.0,16#0.6
rand2exp,16,0.5,157,0.0,0.0,16#0.5
rand2exp,16,0.4,144,0.0,0.0,16#0.4
rand2exp,16,0.3,120,0.0,0.0,16#0.3
rand2exp,16,0.2,101,0.0,0.0,16#0.2
rand2exp,16,0.1,32,-0.0,-0.0,16#0.1
rand2exp,16,0.0,9,0.0,-0.0,16#0.0
rand2exp,17,1.0,330,0.0,0.0,17#1.0
rand2exp,17,0.9,305,0.0,0.0,17#0.9
rand2exp,17,0.8,251,0.0,0.0,17#0.8
rand2exp,17,0.7,223,0.0,0.0,17#0.7
rand2exp,17,0.6,190,0.0,0.0,17#0.6
rand2exp,17,0.5,161,0.0,0.0,17#0.5
rand2exp,17,0.4,133,0.0,0.0,17#0.4
rand2exp,17,0.3,115,0.0,0.0,17#0.3
rand2exp,17,0.2,104,0.0,0.0,17#0.2
rand2exp,17,0.1,34,-0.0,-0.0,17#0.1
rand2exp,17,0.0,10,-0.0,-0.0,17#0.0
rand2exp,18,1.0,357,0.0,0.0,18#1.0
rand2exp,18,0.9,298,0.0,0.0,18#0.9
rand2exp,18,0.8,259,0.0,0.0,18#0.8
rand2exp,18,0.7,215,0.0,0.0,18#0.7
rand2exp,18,0.6,186,0.0,0.0,18#0.6
rand2exp,18,0.5,160,0.0,0.0,18#0.5
rand2exp,18,0.4,133,0.0,0.0,18#0.4
rand2exp,18,0.3,119,0.0,0.0,18#0.3
rand2exp,18,0.2,110,0.0,0.0,18#0.2
rand2exp,18,0.1,97,0.0,0.0,18#0.1
rand2exp,18,0.0,11,-0.0,-0.0,18#0.0
rand2exp,19,1.0,333,0.0,0.0,19#1.0
rand2exp,19,0.9,296,0.0,0.0,19#0.9
rand2exp,19,0.8,253,0.0,0.0,19#0.8
rand2exp,19,0.7,220,0.0,0.0,19#0.7
rand2exp,19,0.6,189,0.0,0.0,19#0.6
rand2exp,19,0.5,162,0.0,0.0,19#0.5
rand2exp,19,0.4,134,0.0,0.0,19#0.4
rand2exp,19,0.3,121,0.0,0.0,19#0.3
rand2exp,19,0.2,106,0.0,0.0,19#0.2
rand2exp,19,0.1,90,-0.0,0.0,19#0.1
rand2exp,19,0.0,11,0.0,-0.0,19#0.0
rand2exp,20,1.0,331,0.0,0.0,20#1.0
rand2exp,20,0.9,307,0.0,0.0,20#0.9
rand2exp,20,0.8,262,0.0,0.0,20#0.8
rand2exp,20,0.7,221,0.0,0.0,20#0.7
rand2exp,20,0.6,187,0.0,0.0,20#0.6
rand2exp,20,0.5,162,0.0,0.0,20#0.5
rand2exp,20,0.4,135,0.0,0.0,20#0.4
rand2exp,20,0.3,121,0.0,0.0,20#0.3
rand2exp,20,0.2,92,0.0,0.0,20#0.2
rand2exp,20,0.1,92,0.0,0.0,20#0.1
rand2exp,20,0.0,8,0.0,0.95,20#0.0
randtobest1bin,10,1.0,43,0.0,-0.0,10#1.0
randtobest1bin,10,0.9,143,0.0,0.0,10#0.9
randtobest1bin,10,0.8,112,0.0,0.0,10#0.8
randtobest1bin,10,0.7,101,0.0,0.0,10#0.7
randtobest1bin,10,0.6,81,0.0,0.0,10#0.6
randtobest1bin,10,0.5,71,0.0,0.0,10#0.5
randtobest1bin,10,0.4,73,0.0,0.0,10#0.4
randtobest1bin,10,0.3,74,-0.0,-0.0,10#0.3
randtobest1bin,10,0.2,20,0.0,-0.0,10#0.2
randtobest1bin,10,0.1,10,0.0,0.95,10#0.1
randtobest1bin,10,0.0,6,-0.0,-0.0,10#0.0
randtobest1bin,11,1.0,34,-0.0,0.0,11#1.0
randtobest1bin,11,0.9,124,0.0,0.0,11#0.9
randtobest1bin,11,0.8,112,0.0,0.0,11#0.8
randtobest1bin,11,0.7,97,0.0,0.0,11#0.7
randtobest1bin,11,0.6,82,0.0,0.0,11#0.6
randtobest1bin,11,0.5,76,0.0,0.0,11#0.5
randtobest1bin,11,0.4,71,0.0,0.0,11#0.4
randtobest1bin,11,0.3,66,0.0,0.0,11#0.3
randtobest1bin,11,0.2,40,0.0,-0.0,11#0.2
randtobest1bin,11,0.1,19,-0.0,-0.0,11#0.1
randtobest1bin,11,0.0,10,0.27,0.33,11#0.0
randtobest1bin,12,1.0,41,-0.0,-0.0,12#1.0
randtobest1bin,12,0.9,142,0.0,0.0,12#0.9
randtobest1bin,12,0.8,116,0.0,0.0,12#0.8
randtobest1bin,12,0.7,100,0.0,0.0,12#0.7
randtobest1bin,12,0.6,82,0.0,0.0,12#0.6
randtobest1bin,12,0.5,78,0.0,0.0,12#0.5
randtobest1bin,12,0.4,75,0.0,0.0,12#0.4
randtobest1bin,12,0.3,49,-0.0,-0.0,12#0.3
randtobest1bin,12,0.2,31,0.0,-0.0,12#0.2
randtobest1bin,12,0.1,28,-0.0,0.02,12#0.1
randtobest1bin,12,0.0,9,0.0,-0.0,12#0.0
randtobest1bin,13,1.0,50,0.0,-0.0,13#1.0
randtobest1bin,13,0.9,134,0.0,0.0,13#0.9
randtobest1bin,13,0.8,106,0.0,0.0,13#0.8
randtobest1bin,13,0.7,94,0.0,0.0,13#0.7
randtobest1bin,13,0.6,89,0.0,0.0,13#0.6
randtobest1bin,13,0.5,75,0.0,0.0,13#0.5
randtobest1bin,13,0.4,76,0.0,0.0,13#0.4
randtobest1bin,13,0.3,70,0.0,0.0,13#0.3
randtobest1bin,13,0.2,72,0.0,0.0,13#0.2
randtobest1bin,13,0.1,26,-0.0,0.0,13#0.1
randtobest1bin,13,0.0,13,-0.0,-0.0,13#0.0
randtobest1bin,14,1.0,166,0.0,0.0,14#1.0
randtobest1bin,14,0.9,131,0.0,0.0,14#0.9
randtobest1bin,14,0.8,114,0.0,0.0,14#0.8
randtobest1bin,14,0.7,94,0.0,0.0,14#0.7
randtobest1bin,14,0.6,87,0.0,0.0,14#0.6
randtobest1bin,14,0.5,80,0.0,0.0,14#0.5
randtobest1bin,14,0.4,77,0.0,0.0,14#0.4
randtobest1bin,14,0.3,68,0.0,0.0,14#0.3
randtobest1bin,14,0.2,74,0.0,0.0,14#0.2
randtobest1bin,14,0.1,46,-0.0,-0.0,14#0.1
randtobest1bin,14,0.0,9,0.42,0.03,14#0.0
randtobest1bin,15,1.0,84,-0.0,-0.0,15#1.0
randtobest1bin,15,0.9,135,0.0,0.0,15#0.9
randtobest1bin,15,0.8,117,0.0,0.0,15#0.8
randtobest1bin,15,0.7,103,0.0,0.0,15#0.7
randtobest1bin,15,0.6,83,0.0,0.0,15#0.6
randtobest1bin,15,0.5,80,0.0,0.0,15#0.5
randtobest1bin,15,0.4,70,0.0,0.0,15#0.4
randtobest1bin,15,0.3,73,0.0,0.0,15#0.3
randtobest1bin,15,0.2,71,0.0,0.0,15#0.2
randtobest1bin,15,0.1,24,0.0,-0.0,15#0.1
randtobest1bin,15,0.0,10,-0.0,-0.95,15#0.0
randtobest1bin,16,1.0,60,0.0,0.0,16#1.0
randtobest1bin,16,0.9,136,0.0,0.0,16#0.9
randtobest1bin,16,0.8,114,0.0,0.0,16#0.8
randtobest1bin,16,0.7,99,0.0,0.0,16#0.7
randtobest1bin,16,0.6,86,0.0,0.0,16#0.6
randtobest1bin,16,0.5,74,0.0,0.0,16#0.5
randtobest1bin,16,0.4,71,0.0,0.0,16#0.4
randtobest1bin,16,0.3,72,0.0,0.0,16#0.3
randtobest1bin,16,0.2,73,0.0,0.0,16#0.2
randtobest1bin,16,0.1,47,-0.0,0.0,16#0.1
randtobest1bin,16,0.0,11,0.0,-0.0,16#0.0
randtobest1bin,17,1.0,148,-0.0,0.0,17#1.0
randtobest1bin,17,0.9,138,0.0,0.0,17#0.9
randtobest1bin,17,0.8,116,0.0,0.0,17#0.8
randtobest1bin,17,0.7,102,0.0,0.0,17#0.7
randtobest1bin,17,0.6,86,0.0,0.0,17#0.6
randtobest1bin,17,0.5,75,0.0,0.0,17#0.5
randtobest1bin,17,0.4,75,0.0,0.0,17#0.4
randtobest1bin,17,0.3,74,0.0,0.0,17#0.3
randtobest1bin,17,0.2,55,-0.0,-0.0,17#0.2
randtobest1bin,17,0.1,32,0.0,-0.0,17#0.1
randtobest1bin,17,0.0,11,0.95,-0.0,17#0.0
randtobest1bin,18,1.0,152,0.0,0.0,18#1.0
randtobest1bin,18,0.9,132,0.0,0.0,18#0.9
randtobest1bin,18,0.8,114,0.0,0.0,18#0.8
randtobest1bin,18,0.7,100,0.0,0.0,18#0.7
randtobest1bin,18,0.6,91,0.0,0.0,18#0.6
randtobest1bin,18,0.5,81,0.0,0.0,18#0.5
randtobest1bin,18,0.4,78,0.0,0.0,18#0.4
randtobest1bin,18,0.3,70,0.0,0.0,18#0.3
randtobest1bin,18,0.2,40,-0.0,-0.0,18#0.2
randtobest1bin,18,0.1,33,-0.0,0.0,18#0.1
randtobest1bin,18,0.0,10,-0.0,-0.0,18#0.0
randtobest1bin,19,1.0,154,0.0,0.0,19#1.0
randtobest1bin,19,0.9,131,0.0,0.0,19#0.9
randtobest1bin,19,0.8,126,0.0,0.0,19#0.8
randtobest1bin,19,0.7,94,0.0,0.0,19#0.7
randtobest1bin,19,0.6,80,0.0,0.0,19#0.6
randtobest1bin,19,0.5,76,0.0,0.0,19#0.5
randtobest1bin,19,0.4,75,0.0,0.0,19#0.4
randtobest1bin,19,0.3,73,0.0,0.0,19#0.3
randtobest1bin,19,0.2,71,0.0,0.0,19#0.2
randtobest1bin,19,0.1,39,-0.0,-0.0,19#0.1
randtobest1bin,19,0.0,12,0.0,-0.0,19#0.0
randtobest1bin,20,1.0,161,0.0,0.0,20#1.0
randtobest1bin,20,0.9,137,0.0,0.0,20#0.9
randtobest1bin,20,0.8,112,0.0,0.0,20#0.8
randtobest1bin,20,0.7,102,0.0,0.0,20#0.7
randtobest1bin,20,0.6,88,0.0,0.0,20#0.6
